,2,W-BD,Gate - Flood Countermeasure Work,WKNゲート洪水対策工事,2013-09-09 00:00:00,2014-02-15 00:00:00,,0
,4,H-BR,6.5Ha WPC Production,6.5Ha WPC建屋工事,2013-07-09 00:00:00,2014-03-31 00:00:00,,0
,4,H-BU,Installation of Cooling Tower,クーリングタワー設置工事,2013-12-09 00:00:00,2014-03-31 00:00:00,,0
,4,H-BW,CEZI Gate 3 Floodgate Construction,CEZI Gate 3 水門工事,2014-03-28 00:00:00,2014-05-15 00:00:00,,0
,6,M-U,CEZ Annex - Concrete Placement,CEZ Annex - コンクリート打設工事,2014-02-07 00:00:00,2014-05-31 00:00:00,,0
,4,H-BV,5.0Ha Training Room,5.0Ha トレーニングルーム建設工事,2014-02-17 00:00:00,2014-06-30 00:00:00,,0
,4,H-BQ,Additonal Boiler 15ton,ボイラー15ton 追加設置工事,2013-07-03 00:00:00,2014-06-30 00:00:00,,0
,1,R-G,Facilities renovation of Testing House 4,実験棟４ 設備改修工事,2013-11-11 00:00:00,2014-08-31 00:00:00,,0
,6,M-V,CEZII - Temporary Facility Construction,CEZII - 仮設施設建築工事,2014-05-22 00:00:00,2014-11-30 00:00:00,,0
,4,H-BX,Nagase warehouse - Modification,旧長瀬倉庫改修工事,2014-06-06 00:00:00,2014-11-30 00:00:00,,0
,6,M-E,Residential - Land Dev.,住宅用地開発 - 土地開発,2010-03-19 00:00:00,2014-12-01 00:00:00,,0
,6,M-K,Residential - house construction,住宅用地開発 - 建物建設,2012-01-18 00:00:00,2014-12-01 00:00:00,,0
,6,M-O,Container Yard Extension,コンテナヤード拡張工事,2013-04-24 00:00:00,2014-12-31 00:00:00,,0
,2,W-AT,Precut Factory - Roof Repair,プレカット工場 - 屋根修理,2012-01-18 00:00:00,2014-12-31 00:00:00,,0
,4,H-BY,Mezzanine - IUB loading area,IUBローディングエリア中二階工事,2014-06-06 00:00:00,2015-01-31 00:00:00,,0
,2,W-AY,4.0Ha Warehouse/Production Building,4.0Ha Wukong倉庫/製造建屋,2012-10-27 00:00:00,2015-01-31 00:00:00,,0
,4,H-BT,Roof renovation,屋根改修工事,2013-11-09 00:00:00,2015-08-30 00:00:00,,0
,3,S-W,Roof renovation,屋根改修工事,2013-11-09 00:00:00,2015-08-30 00:00:00,,0
,2,W-BE,Roof renovation,屋根改修工事,2013-11-09 00:00:00,2015-08-30 00:00:00,,0
,2,W-BF,Restoration Work - Kiln Dry Room,乾燥庫復旧工事,2014-03-25 00:00:00,2015-08-30 00:00:00,,0
,4,H-CC,i-cube Meeting Room,i-cube ミーティングルーム建設工事,2015-05-27 00:00:00,2015-09-01 00:00:00,,0
,6,M-Y,Concrete Placement - CEZ II CY,CEZ II コンテナヤード コンクリート打設工事,2014-10-22 00:00:00,2015-09-01 00:00:00,,0
,4,H-BZ,4 Additional Kiln Dry Rooms,乾燥庫４部屋追加工事,2014-08-12 00:00:00,2015-09-30 00:00:00,,0
,1,R-H,Fired-furnace Facility Construction,防火試験設備建築工事,2015-05-18 00:00:00,2015-12-20 00:00:00,,0
,4,H-CF,Fired-furnace Building Construction,防火試験建屋建築工事,2015-07-02 00:00:00,2015-12-20 00:00:00,,0
,2,W-BI,WM Canteen Extension,プラスティックモールディング　食堂拡張工事,2015-10-10 00:00:00,2016-01-09 00:00:00,,0
,4,H-CE,R&D Office 3F Construction,R&Dオフィス 3F建設工事,2015-06-15 00:00:00,2016-05-30 00:00:00,,0
,4,H-CG,Dream Child Development　Center,夢の保育センター,2015-08-27 00:00:00,2016-05-30 00:00:00,,0
,6,M-N,Residential - Elevated Water Tank,住宅用地開発 - 高架水槽建設,2013-04-06 00:00:00,2016-07-30 00:00:00,,0
,6,M-AH,Residential - Elevated Water Tank 2,住宅用地開発 - 高架水槽建設 2,2015-11-21 00:00:00,2016-07-30 00:00:00,,0
,2,W-BK,Wind Pressure testing Building Construction,3性能試験建屋建築工事,2016-02-26 00:00:00,2016-07-31 00:00:00,,0
,4,H-CH,Siding factory Office,サイディング工場　事務所建築工事,2015-10-10 00:00:00,2016-08-01 00:00:00,,0
,4,H-CO,5.9Ha Cemedine Office Transfer,5.9Ha セメダイン事務所 移設,2016-04-14 00:00:00,2016-08-31 00:00:00,,0
,1,R-I,500KN Wall Panel Testing Machine and Vibration Table Machine,500kN壁試験機及び振動台工事に関連する建築工事　（R&Dエリア）,2016-05-10 00:00:00,2016-09-15 00:00:00,,0
,4,H-CN,Driver's Resting Area Expansion,物流運転手 仮眠エリア拡張工事,2016-02-26 00:00:00,2016-09-30 00:00:00,,0
,5,P-D,Foundation Work for MEGA Solar cell rack machine,メガソーラー事業用架台製造ライン新設工事,2016-07-25 00:00:00,2016-09-30 00:00:00,,0
,3,S-X,6.5Ha Building Construction,6.5Ha 建屋建築工事,2015-05-18 00:00:00,,,1
,4,H-BD,6.5Ha Elevated Walkway & Overpass,6.5Ha 外部通路・歩道橋工事,2012-06-19 00:00:00,,,1
,6,M-Q,Retaining Wall Demolish & Restoration Work (Map A),よう壁解体、復旧工事（地図A）,2013-09-10 00:00:00,,,1
,4,H-CD,Additonal 15ton Boiler #5,15tonボイラー５号機 追加設置工事,2015-06-10 00:00:00,,,1
,6,M-X,Diesel Station Construction,ディーゼルステーション建設工事,2014-09-23 00:00:00,,,1
,6,M-AC,LOT565 Dream Apartment Construction,LOT565 独身寮建設工事,2015-05-28 00:00:00,,,1
,6,M-AD,LOT565 Fence Construction,LOT565 フェンス建設工事,2015-05-30 00:00:00,,,1
,6,M-AF,LOT9&10 Dream Apartment Construction ,LOT9&10 独身寮建設工事,2015-07-22 00:00:00,,,1
,4,H-BS,Solar Panel Installation,ソーラーパネル設置,2013-09-12 00:00:00,,,1
,2,W-AW,"PVC Extrusion Molding Facility (water tank, tower, office, etc)",樹脂押し出し成型設備（貯水タンク、バッチャー塔、事務所等）,2012-08-01 00:00:00,,change H-BH,1
,2,W-AJ,Batching Plant in CEZ II,バッチングプラント移設,2010-07-29 00:00:00,,change M-H,1
,2,W-AS,Pressure Impregnation Plant,加圧注入タンク,2011-11-09 00:00:00,,change W-AZ,1
,4,H-CB,CEZII First Factory i-cube Mezzanine,CEZII 第一工場 i-cube 中二階建築工事,2015-05-14 00:00:00,,,0
,4,H-CK,6.5Ha Building Construction @9.6Ha,6.5Ha 建屋建築工事 9.6Ha内,2015-05-18 00:00:00,,,0
,4,H-CL,6.5Ha HRD&I-Cube Office Extension3,6.5Ha HRD&i-Cube事務所3,2016-02-26 00:00:00,,,0
,4,H-BO,Ceramic factory Mezzanine,セラミック工場　中二階建築工事,2013-04-03 00:00:00,,,0
,4,H-CI,Ceramic Warehouse - Roof renovation,セラミック原土倉庫-屋根改修工事,2015-10-10 00:00:00,,,0
,4,H-CJ,Foundation Work for New Ceramic Mechanical Equipment  - Line3,セラミック工場機械設備増設に伴う工事-ライン３,2015-10-10 00:00:00,,,0
,4,H-BJ,5.9Ha Warehouse/Production Building,5.9Ha HTI倉庫/製造建屋,2012-09-07 00:00:00,,,0
,4,H-CP,Transformer & Foundation Work for 5.9Ha Cemedine Office Transfer,5.9Ha セメダイン事務所 移設に伴う付帯工事,2016-04-14 00:00:00,,,0
,4,H-CU,Restoration work of HTI Panel factory (CEZⅡ3rd Factory),HTIパネル工場復旧工事 (CEZⅡ第3工場),2017-03-02 00:00:00,,,0
,4,H-CA,CEZII Second Factory Mezzanine,CEZII 第二工場 中二階建築工事,2015-05-14 00:00:00,,,0
,4,H-CM,Transformer & Foundation Work for New Ceramic Machine  - Line3,セラミック工場第３ライン付帯工事,2016-02-26 00:00:00,,,0
,4,H-CQ,Additional Batching Plant for siding,サイディング用追加バッチングプラン建築工事,2016-05-10 00:00:00,,,0
,4,H-CR,Extension Work for Ceramic Factory 2016,セラミック工場建屋増築工事 2016,2016-09-01 00:00:00,,,0
,4,H-CS,Ceramic Warehouse - Retaining Wall Construction,セラミック原土置場　擁壁工事,2016-09-01 00:00:00,,,0
,4,H-CT,Equipment relocation of Granite factory,御影石工場　設備移設工事,2016-09-23 00:00:00,,,0
,6,M-Z,9.6Ha Fence Construction,9.6Ha フェンス建設工事,2015-03-15 00:00:00,,,0
,6,M-AE,LOT9&10 Fence Construction,LOT9&10 フェンス建設工事,2015-07-22 00:00:00,,,0
,6,M-AI,1.5Ha - Land Dev.,1.5Ha - 土地開発,2016-03-22 00:00:00,,,0
,6,M-AK,Residential - Land Development with Fence (Extension),住宅用地開発 - 土地拡張、フェンス建設工事,2016-06-08 00:00:00,,,0
,7,E-A,３MW　Solar Project (LIMA), ３MW　太陽光発電工事　（LIMA）,2015-10-08 00:00:00,,,0
,5,P-C,Solar Panel Installation (CEZ I & II),ソーラーパネル設置工事 (CEZI & II),2013-11-16 00:00:00,,,0
,2,W-BL,Manufacturing of AR Coat/Print Glass for Housing and Construction Project,ARコート製造設備設置工事,2016-05-30 00:00:00,,,0
,2,W-BM,Relocation of　Glass & Window factory,ガラス、サッシ工場移設工事,2016-12-03 00:00:00,,,0
,2,W-AZ,Bofu tank and other facility,防腐タンク及び機械設置,2013-01-11 00:00:00,,,0
,2,W-AO,New Powerplant,新発電所,2011-01-10 00:00:00,,,0
,2,W-BH,Roof renovation 2,屋根改修工事2,2015-05-28 00:00:00,,,0
,2,W-BJ,Additonal 15ton Boiler #5,15tonボイラー５号機 追加設置工事,2015-10-17 00:00:00,,,0
,4,H-CV,EPS facility project @CEZII Second Factory,CEZII 第二工場 EPS製造設備設置工事,2017-03-21 00:00:00,,,0
,4,H-CW,PU facility project @CEZII Second Factory,CEZII 第二工場 ウレタン製造設備設置工事,2017-03-21 00:00:00,,,0
,4,H-CX,Demolition work for HTI Panel Factory,HTIパネル工場解体工事,2017-03-21 00:00:00,,,0
